"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"705","PM48","PEDAGOGICO - GOPM01000B","","","NO","SI"
"706","PM49","PEDAGOGICO - GOPM020002","","","NO","SI"
"707","PM4B","PEDAGOGICO-LINGUISTICO - PNPM010009","","","NO","SI"
"708","PM4C","LINGUISTICO - RMPM040001","","","NO","SI"
"709","PM4G","I LINGUA STRANIERA 1 (4-4-3-3) C.M. 198","","","NO","SI"
"710","PM4Q","I LINGUA STRANIERA 1 - SEZ.SC.MAG. C/O IST.MAG. (3-3-3)","","","NO","SI"
"711","PM4S","LINGUISTICO - LUPM03000P","","","NO","SI"
"712","PM4V","PEDAGOGICO - AVPM01000B","","","NO","SI"
"713","PM4W","BIENNIO - GOPM020002","","","NO","SI"
"714","PM5","CORSO SPERIMENTALE","","","NO","SI"
"715","PM59","LINGUISTICO MODERNO - BGPM02000L","","","NO","SI"
"716","PM5G","PEDAGOGICO-LINGUISTICO - REPM010007","","","NO","SI"
"717","PM5H","LINGUISTICO - VEPM030006","","","NO","SI"
"718","PM5O","PEDAGOGICO - PGPM010004","","","NO","SI"
"719","PM5Q","PEDAGOGICO - PAPM02000N","","","NO","SI"
"720","PM62","DISEGNO SEZ. SCIENT. C/O MAG.LE (2-2-2-2-2) CLASSE A025","","","NO","SI"
"721","PM63","I LINGUA STRANIERA SEZ. SCIENT. C/O MAG.LE (3-3-3-3-3) A046","","","NO","SI"
"722","PM65","LINGUISTICO - PDPM02000D","","","NO","SI"
"723","PM68","PEDAGOGICO - TPPM01000E","","","NO","SI"
"724","PM69","SCIENTIFICO-BIOLOGICO - PTPM02000A","","","NO","SI"
"725","PM6A","PEDAGOGICO - COPM030002","","","NO","SI"
"726","PM6J","PEDAGOGICO-LINGUISTICO - BOPM030005","","","NO","SI"
"727","PM6U","MATEMATICA E FISICA - II BIENNIO N.3 (M/F 5-5)","","","NO","SI"
"728","PM7","II LINGUA STRANIERA 2 SEZ.SCIENT.C/O MG.LE (3.3.3.3.3)","","","NO","SI"
"729","PM75","PEDAGOGICO - TSPM02000T","","","NO","SI"
"730","PM7A","SCIENTIFICO-MATEMATICO PTPM02000A","","","NO","SI"
"731","PM7H","LINGUISTICO - RCPM05000C","","","NO","SI"
"732","PM7L","PEDAGOGICO - RIPM01000E","","","NO","SI"
"733","PM7V","SOCIO PSICO PEDAGOGICO ROPM01000Q","","","NO","SI"
"734","PM7W","PEDAGOGICO-LINGUISTICO - VRPM03000T","","","NO","SI"
"735","PM7X","LINGUISTICO - MCPM010004","","","NO","SI"
"3223","8154","OPERATORE AGRICOLO INDIRIZZO LAVORAZIONI ZOOTECNICHE","3","1","SI","SI"
"3224","8155","OPERATORE AGRICOLO INDIRIZZO PRODUZIONI VEGETALI","3","1","SI","SI"
"3225","8156","OPERATORE AGRICOLO INDIRIZZO ORTOFLOROVIVAISMO E DEL VERDE","3","1","SI","SI"
"3226","8157","OPERATORE DELLA TRASFORMAZIONE AGROALIMENTARE INDIRIZZO TRASFORMAZIONE LATTIERO CASEARIA","3","1","SI","SI"
"913","PME4","TRIENNIO CLASSICO (C5) ""COMMISSIONE BROCCA""","","","NO","SI"
"914","PME5","C.M. 27 QUINQUENNIO PEDAGOGICO SOCIALE (R1)","","","NO","SI"
"915","PME6","SOCIO-PSICO PEDAGOGICO (COMM. BROCCA)","","","NO","SI"
"916","PME7","PEDAGOGICO SOCIALE C.M. 27","","","NO","SI"
"917","PME8","DIRITTO ED ECONOMIA (2-2-2-2-2) SEZ. CLASS. C.M. 332","","","NO","SI"
"918","PME9","P.N.I. MATEMATICA TRIENNIO (5-5-5/2-3-3) SEZ. SC.","","","NO","SI"
"919","PMEA","TRIENNIO LINGUISTICO (C19) ""COMMISSIONE BROCCA""","","","NO","SI"
"920","PMEB","TRIENNIO LINGUISTICO (C20) ""COMMISSIONE BROCCA""","","","NO","SI"
"3003","","PAT-MIUR BIENNIO DI LICEO ECONOMICO","","","NO","SI"
"3004","","PAT-MIUR TRIENNIO DI LICEO ECONOMICO PER L'IMPRESA","","","SI","SI"
"3005","","PAT-MIUR TRIENNIO DI LICEO ECONOMICO PER IL TURISMO","","","SI","SI"
"3009","TDBV","TRIENNIO RIENTRI FORMATIVI SIRIO SETTORE INDUSTRIALE INDIRIZZO MECCANICA","3","3","SI","SI"
"3116","8082","TERZO ANNO ANIMAZIONE TURISTICO - SPORTIVA","3","1","NO","SI"
"3100","8066","TECNICO GRAFICO MULTIMEDIALE","4","1","SI","SI"
"3101","8067","ESTETISTA TERMALE","4","1","SI","SI"
"3102","8068","TECNICO DELL'ABBIGLIAMENTO MODELLISTA","4","1","SI","SI"
"3103","8069","TECNICO VENDITE MODA - FASHION SELLER","4","1","SI","SI"
"3104","8070","TECNICO DI CUCINA PER LA VALORIZZAZIONE DELLA CULTURA ENOGASTRONOMICA","4","1","SI","SI"
"3105","8071","TECNICO DI SALA BAR PER LA VALORIZZAZIONE DELLA CULTURA ENOGASTRONOMICA","4","1","SI","SI"
"3184","ITSI","SISTEMI INFORMATIVI AZIENDALI","3","3","SI","SI"
"3185","ITRI","RELAZIONI INTERNAZIONALI PER IL MARKETING","3","3","SI","SI"
"3186","ITGT","GEOTECNICO","3","3","SI","SI"
"3187","ITTL","TELECOMUNICAZIONI","3","3","SI","SI"
"3188","ITIA","INFORMATICA","3","3","SI","SI"
"3189","ITCS","COSTRUZIONE DEL MEZZO","3","3","SI","SI"
"3190","ITCD","CONDUZIONE DEL MEZZO","3","3","SI","SI"
"3191","ITEN","ENERGIA","3","3","SI","SI"
"3192","ITET","ELETTROTECNICA","3","3","SI","SI"
"3193","ITAT","AUTOMAZIONE","3","3","SI","SI"
"3194","ITBA","BIOTECNOLOGIE AMBIENTALI","3","3","SI","SI"
"3204","8137","TECNICO AGRICOLO - INDIRIZZO PRODUZIONI VEGETALI","4","1","SI","SI"
"3205","8138","TECNICO AGRICOLO - INDIRIZZO LAVORAZIONI ZOOTECNICHE","4","1","SI","SI"
"3206","8139","TECNICO AGRICOLO - INDIRIZZO ORTO FLOROVIVAISMO E VERDE","4","1","SI","SI"
"3007","TDBU","BIENNIO RIENTRI FORMATIVI SIRIO SETTORE INDUSTRIALE","","","NO","SI"
"3006","TDB7","DIRIGENTE DI COMUNITA'","1","5","SI","SI"
"3008","TDB8","TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO INFORMATICA","3","3","SI","SI"
"3117","8083","TECNICO CARPENTERIA DEL LEGNO","4","1","SI","SI"
"3118","8084","OPERATORE ORTOFLOROVIVAISTA E DEL VERDE","3","1","SI","SI"
"3133","8085","BIENNIO IMPRENDITORE AGRICOLO","1","2","NO","SI"
"3134","8086","BIENNIO ALLEVAMENTO, COLTIVAZIONI, GESTIONE DEL VERDE","1","2","NO","SI"
"3135","8087","BIENNIO TRASFORMAZIONE AGROALIMENTARE","1","2","NO","SI"
"3136","8088","PRODUZIONI, LAVORAZIONI INDUSTRIALI E ARTIGIANALI","1","1","NO","SI"
"3137","8089","MECCANICA","2","1","NO","SI"
"3182","8128","OPERATORE MECCANICO ALLE LAVORAZIONI DI CARPENTERIA METALLICA","3","1","SI","SI"
"3183","8129","OPERATORE TERMOIDRAULICO","3","1","SI","SI"
"3195","ITCL","TECNOLOGIE DEL LEGNO NELLE COSTRUZIONI","3","3","SI","SI"
"3197","8130","GASTRONOMIA E ARTE BIANCA","2","1","NO","SI"
"3198","8131","ACCOGLIENZA E OSPITALITA'","2","1","NO","SI"
"3199","8132","ACCONCIATURA","2","1","NO","SI"
"3200","8133","ESTETICA","2","1","NO","SI"
"3201","8134","ALBERGHIERO E DELLA RISTORAZIONE","1","1","NO","SI"
"3202","8135","ACCONCIATURA ED ESTETICA","1","1","NO","SI"
"3203","8136","OPERATORE EDILE - CARPENTERIA IN LEGNO","3","1","SI","SI"
"3021","8000","PRIMO ANNO POLIVALENTE","1","1","NO","SI"
"3022","8001","FAMIGLIA TERZIARIO","2","1","NO","SI"
"3023","8002","FAMIGLIA ABBIGLIAMENTO","2","1","NO","SI"
"3024","8003","FAMIGLIA EDILE","2","1","NO","SI"
"3025","8004","FAMIGLIA ELETTRICO/ELETTRONICA","2","1","NO","SI"
"3026","8005","FAMIGLIA MECCANICA","2","1","NO","SI"
"3027","8006","FAMIGLIA TERMOIDRAULICA","2","1","NO","SI"
"3028","8007","FAMIGLIA ALBERGHIERO E RISTORAZIONE","2","1","NO","SI"
"3029","8008","FAMIGLIA LEGNO","2","1","NO","SI"
"3030","8009","FAMIGLIA GRAFICA","2","1","NO","SI"
"3031","8010","FAMIGLIA SERVIZI ALLA PERSONA","2","1","NO","SI"
"3032","8011","FAMIGLIA SERVIZI SANITARI E SOCIO-ASSISTENZIALI","2","1","NO","SI"
"3033","8012","FAMIGLIA AGRICOLTURA E AMBIENTE","2","1","NO","SI"
"3034","8013","OPERATORE AI SERVIZI DI IMPRESA","3","1","SI","SI"
"3035","8014","OPERATORE AI SERVIZI DI VENDITA","3","1","SI","SI"
"3036","8015","OPERATORE DELL'ABBIGLIAMENTO","3","1","SI","SI"
"3037","8016","OPERATORE PROFESSIONALE EDILE","3","1","SI","SI"
"3038","8017","OPERATORE ELETTRICO","3","1","SI","SI"
"3039","8018","OPERATORE ELETTRONICO","3","1","SI","SI"
"3040","8019","OPERATORE ALLE LAVORAZIONI DI CARPENTERIA METALLICA","3","1","SI","SI"
"3041","8020","OPERATORE ALLE LAVORAZIONI MECCANICHE","3","1","SI","SI"
"3042","8021","OPERATORE TERMOIDRAULICO","3","1","SI","SI"
"3043","8022","OPERATORE AI SERVIZI DI CUCINA","3","1","SI","SI"
"3044","8023","OPERATORE AI SERVIZI SALA BAR","3","1","SI","SI"
"3045","8024","OPERATORE ALLE LAVORAZIONI DI FALEGNAMERIA","3","1","SI","SI"
"3046","8025","OPERATORE AI SERVIZI DI RICEVIMENTO","3","1","SI","SI"
"3047","8026","RIPARATORE DI AUTOVEICOLI","3","1","SI","SI"
"3048","8027","OPERATORE GRAFICO","3","1","SI","SI"
"3049","8028","ACCONCIATORE","3","1","SI","SI"
"3050","8029","ESTETISTA","3","1","SI","SI"
"3051","8030","TERZO ANNO SERVIZI SANITARI E SOCIO-ASSISTENZIALI","3","1","NO","SI"
"3052","8031","OPERATORE ALLE LAVORAZIONI AGRICOLE","3","1","SI","SI"
"3053","8032","OPERATORE ALLE LAVORAZIONI ZOOTECNICHE","3","1","SI","SI"
"3054","8033","OPERATORE ALLE PRODUZIONI VEGETALI","3","1","SI","SI"
"3178","ITGA","GESTIONE DELL'AMBIENTE E DEL TERRITORIO","3","3","SI","SI"
"3176","IT15","GRAFICA E COMUNICAZIONE","3","3","SI","SI"
"3177","ITBS","BIOTECNOLOGIE SANITARIE","3","3","SI","SI"
"3179","ITVE","VITICOLTURA ED ENOLOGIA","3","3","NO","SI"
"3180","ITPT","PRODUZIONI E TRASFORMAZIONI","3","3","SI","SI"
"3010","PL00","LINGUISTICO PARITARIO","1","5","SI","SI"
"3011","TA00","BIENNIO UNITARIO - TECNICO AGRARIO PARITARIO","1","2","NO","SI"
"3012","IM00","TRIENNIO PERITO AGRARIO - PARITARIO","3","3","SI","SI"
"3013","TA05","TRIENNIO AGROINDUSTRIALE BROCCA - PARITARIO","3","3","SI","SI"
"3014","IW64","QUADRIENNIO ENOTECNICO - PARITARIO","3","4","SI","SI"
"3015","TN00","TECNICO PER IL TURISMO - PARITARIO","1","5","SI","SI"
"3016","IB64","LICEO SOCIALE E DELLA COMUNICAZIONE - PARITARIO","1","5","SI","SI"
"3017","ISGG","BIOLOGICO (PROG. BROCCA) I.T.A.S.","1","5","SI","SI"
"3018","IB14","PERITO IN ARTI GRAFICHE","1","5","SI","SI"
"3019","IB13","PERITO AZ. CORRISPONDENTE IN LINGUE ESTERE PACLE","1","5","SI","SI"
"3020","ISEV","GIURIDICO ECONOMICO PARITARIO","1","5","SI","SI"
"3055","8034","TECNICO AGRICOLO","4","1","SI","SI"
"3056","8035","TECNICO DEI SERVIZI DI IMPRESA","4","1","SI","SI"
"3057","8036","TECNICO DI CUCINA CREATIVA","4","1","SI","SI"
"3058","8037","TECNICO DI CUCINA NATURALE E SALUTISTICA","4","1","SI","SI"
"3059","8059","TECNICO DELL'ARTE BIANCA","4","1","SI","SI"
"3060","8038","TECNICO DI CUCINA REGIONALE ITALIANA","4","1","SI","SI"
"3061","8060","TECNICO DELLA TRASFORMAZIONE ALIMENTARE","4","1","SI","SI"
"3062","8039","TECNICO DEI SERVIZI DI SALA BAR","4","1","SI","SI"
"3063","8040","BEAUTY OPERATOR","4","1","SI","SI"
"3064","8041","TECNICO DEI CENTRI BENESSERE ESTETISTA TERMALE","4","1","SI","SI"
"3065","8042","HAIR OPERATOR","4","1","SI","SI"
"3066","8043","TECNICO DELL'IMMAGINE NEL SETTORE ACCONCIATURA","4","1","SI","SI"
"3067","8044","TECNICO DEI CENTRI BENESSERE","4","1","SI","SI"
"3068","8045","TECNICO DELL'ARREDAMENTO IN LEGNO","4","1","SI","SI"
"3069","8046","TECNICO DEL LEGNO ARREDAMENTO SERRAMENTISTICA E CARPENTERIA","4","1","SI","SI"
"3070","8047","MODELLISTA ARTIGIANALE E INDUSTRIALE","4","1","SI","SI"
"3071","8048","TECNICO DELLE VENDITE","4","1","SI","SI"
"3072","8049","TECNICO DI CANTIERE EDILE","4","1","SI","SI"
"3073","8050","TECNICO ELETTRICO DI CANTIERE","4","1","SI","SI"
"3074","8051","DOMOTICO HOME & BUILDING AUTOMATION","4","1","SI","SI"
"3075","8052","TECNICO ELETTROMECCANICO MANUTENTORE IMPIANTI AUTOMATIZZATI","4","1","SI","SI"
"3076","8053","TECNICO DI SISTEMI AUTOMATIZZATI","4","1","SI","SI"
"3077","8054","TECNICO MANUTENTORE DI SISTEMI E IMPIANTI AUTOMATIZZATI","4","1","SI","SI"
"3078","8055","TECNICO PER LA RIPARAZIONE E LA MANUTENZIONE DI VEICOLI A MOTORE","4","1","SI","SI"
"3079","8056","MECCATRONICO TECNICO MANUTENTORE DI SISTEMI INDUSTRIALI AUTOMATIZZATI","4","1","SI","SI"
"3080","8057","TECNICO GRAFICO","4","1","SI","SI"
"3081","8058","INSTALLATORE MANUTENTORE IMP. TERMOSANITARI CLIMATIZZAZIONE SFRUTTAMENTO ENERGIE RINNOVABILI","4","1","SI","SI"
"3115","8081","FAMIGLIA ANIMAZIONE TURISTICO - SPORTIVA","2","1","NO","SI"
"3138","8090","RIPARAZIONE VEICOLI A MOTORE","2","1","NO","SI"
"3139","8091","ELETTRICA/ELETTRONICA","2","1","NO","SI"
"3140","8092","COSTRUZIONI","2","1","NO","SI"
"3141","8093","TERMOIDRAULICA","2","1","NO","SI"
"3142","8094","BIENNIO LEGNO","1","2","NO","SI"
"3143","8095","BIENNIO ABBIGLIAMENTO","1","2","NO","SI"
"3144","8096","BIENNIO GRAFICO","1","2","NO","SI"
"3145","8097","BIENNIO ALBERGHIERO E DELLA RISTORAZIONE","1","2","NO","SI"
"3146","8098","BIENNIO AMMINISTRATIVO E COMMERCIALE","1","2","NO","SI"
"3147","8099","BIENNIO ACCONCIATURA ED ESTETICA","1","2","NO","SI"
"3148","8100","BIENNIO SANITARIO E SOCIO-ASSISTENZIALE","1","2","NO","SI"
"3149","8101","BIENNIO ANIMAZIONE TURISTICO SPORTIVA","1","2","NO","SI"
"3150","8102","TECNICO IMPRENDITORE AGRICOLO","3","2","SI","SI"
"3151","8103","OPERATORE ORTO FLOROVIVAISTA E  DEL VERDE","3","1","SI","SI"
"3152","8104","OPERATORE DELLA TRASFORMAZIONE AGROALIMENTARE - VEGETALI","3","1","SI","SI"
"3153","8105","OPERATORE DELLA TRASFORMAZIONE AGROALIMENTARE - LATTIERO CASEARIA","3","1","SI","SI"
"3154","8106","OPERATORE DELLA TRASFORMAZIONE AGROALIMENTARE - LAVORAZIONE CARNI","3","1","SI","SI"
"3155","8107","TECNICO DELLA TRASFORMAZIONE AGROALIMENTARE","4","1","SI","SI"
"3156","8108","OPERATORE MECCANICO","3","1","SI","SI"
"3157","8109","OPERATORE ALLA RIPARAZIONE DI VEICOLI A MOTORE","3","1","SI","SI"
"3158","8110","OPERATORE EDILE - COSTRUZIONI","3","1","SI","SI"
"3159","8111","OPERATORE EDILE - CARPENTERIA IN LEGNO","3","1","SI","SI"
"3196","ITVT","ENOTECNICO SESTO ANNO","6","1","SI","SI"
"3086","8065","TECNICO ELETTROMECCANICO DEL RISPARMIO ENERGETICO E DELLE ENERGIE ALTERNATIVE","4","1","SI","SI"
"3097","LI14","SEZIONE COREUTICA","1","5","SI","SI"
"3160","8112","TECNICO ELETTRONICO","4","1","SI","SI"
"3161","8113","TECNICO EDILE","4","1","SI","SI"
"3162","8114","TECNICO DI CARPENTERIA EDILE IN LEGNO","4","1","SI","SI"
"3163","8115","TECNICO IMPIANTI TERMICI","4","1","SI","SI"
"3164","8116","OPERATORE DEL LEGNO","3","1","SI","SI"
"3165","8117","TECNICO DEL LEGNO","4","1","SI","SI"
"3166","8118","TECNICO DELL'ABBIGLIAMENTO","4","1","SI","SI"
"3167","8119","OPERATORE GRAFICO MULTIMEDIALE","3","1","SI","SI"
"3168","8120","OPERATORE DI CUCINA","3","1","SI","SI"
"3169","8121","TECNICO DI CUCINA E DELLA RISTORAZIONE","4","1","SI","SI"
"3170","8122","OPERATORE AL RICEVIMENTO E SALA BAR","3","1","SI","SI"
"3171","8123","TECNICO COMMERCIALE DELLE VENDITE","4","1","SI","SI"
"3172","8124","TECNICO DELL'ACCONCIATURA","4","1","SI","SI"
"3173","8125","TECNICO DEI TRATTAMENTI ESTETICI","4","1","SI","SI"
"3174","8126","OPERATORE SOCIO SANITARIO","3","2","SI","SI"
"3175","8127","TECNICO DEI SERVIZI DI ANIMAZIONE TURISTICO-SPORTIVA E DEL TEMPO LIBERO","3","2","SI","SI"
"3181","IP03","ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE - ODONTOTECNICO","3","3","SI","SI"
"547","PCKC","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"548","PCKD","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"549","PCKE","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"550","PCKF","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"551","PCKG","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"452","PCHJ","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"552","PCKH","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"553","PCKI","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"554","PCKJ","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"462","PCHU","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"463","PCHV","LINGUISTICO COMMISSIONE BROCCA","","","NO","SI"
"464","PCHW","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"465","PCHX","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"466","PCHY","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"467","PCHZ","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"371","PCF6","SOCIO PSICO PEDAGOGICO 15 ""COMM. BROCCA""","","","NO","SI"
"460","PCHS","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"562","PCKS","PEDAGOGICO SOCIALE AUTONOMO-NUPC02000R","","","NO","SI"
"563","PCKT","CLASSICO AUTONOMO-LTPC01000T","","","NO","SI"
"564","PCKU","LINGUISTICO AUTONOMO-LEPC04000B","","","NO","SI"
"565","PCKV","SOCIO PSICO PEDAGOGICO AUTONOMO-LEPC04000B","","","NO","SI"
"566","PCKW","LINGUISTICO  AUTONOMO-VRPC01000C","","","NO","SI"
"567","PCKX","SCIENTIFICO  AUTONOMO-VRPC01000C","","","NO","SI"
"568","PCKY","SCIENTIFICO AUTONOMO-LEPC050002","","","NO","SI"
"569","PCKZ","CLASSICO AUTONOMO-LEPC050002","","","NO","SI"
"372","PCF7","SOCIO PSICO PEDAGOGICO 16 ""COMM. BROCCA""","","","NO","SI"
"373","PCF8","SOCIO PSICO PEDAGOGICO 17 ""COMM. BROCCA""","","","NO","SI"
"374","PCF9","SOCIO PSICO PEDAGOGICO 14 ""COMM. BROCCA""","","","NO","SI"
"375","PCFA","CLASSICO INTERNAZIONALE - PAPC030004","","","NO","SI"
"376","PCFB","CLASSICO INTERNAZIONALE - FEPC01000E","","","NO","SI"
"377","PCFC","LICEO CLASSICO EUROPEO","","","NO","SI"
"378","PCFD","TRIENNIO LINGUISTICO (A8) - COMMISSIONE BROCCA","","","NO","SI"
"379","PCFE","QUINQUENNIO LINGUISTICO ""C.M.27/91""","","","NO","SI"
"380","PCFF","INDIRIZZI AUTONOMI ""SCIENZE SOCIALI""","","","NO","SI"
"381","PCFG","QUINQUENNIO AUTONOMIA ""CLASSICO""","","","NO","SI"
"382","PCFH","QUINQUENNIO AUTONOMIA ""LINGUISTICO""","","","NO","SI"
"383","PCFI","QUINQUENNIO AUTONOMIA""SCIENTIFICO""","","","NO","SI"
"384","PCFJ","QUINQUENNIO AUTONOMIA""SCIENT. TECNOLOGICO""","","","NO","SI"
"385","PCFK","C.M.27/91 TRIENNIO LINGUISTICO","","","NO","SI"
"386","PCFL","SCIENT. INTERN.LE OPZ. ITALO-INGLESE","","","NO","SI"
"387","PCFM","LINGUISTICO INTERNAZIONALE SPAGNOLO","","","NO","SI"
"388","PCFN","TRIENNIO SOC.PSICO PEDAGOGICO ""COMM.BROCCA""","","","NO","SI"
"389","PCFP","BIENNIO LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"390","PCFQ","BIENNIO SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"391","PCFR","QUINQUENNIO SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"392","PCFS","QUINQUENNIO SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"393","PCFT","TRIENNIO LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"394","PCFU","SOCIO PSICO PEDAGOGICO 2 ""COMM. BROCCA""","","","NO","SI"
"395","PCFV","SOCIO PSICO PEDAGOGICO 3 ""COMM. BROCCA""","","","NO","SI"
"396","PCFW","SOCIO PSICO PEDAGOGICO 4 ""COMM. BROCCA""","","","NO","SI"
"397","PCFX","SOCIO PSICO PEDAGOGICO 5 ""COMM. BROCCA""","","","NO","SI"
"398","PCFY","SOCIO PSICO PEDAGOGICO 6 ""COMM. BROCCA""","","","NO","SI"
"399","PCFZ","SOCIO PSICO PEDAGOGICO 7 ""COMM. BROCCA""","","","NO","SI"
"400","PCG1","CLASSICO 17 ""COMMISSIONE BROCCA""","","","NO","SI"
"401","PCG2","CLASSICO 4 ""COMMISSIONE BROCCA""","","","NO","SI"
"402","PCG3","CLASSICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"403","PCG4","CLASSICO 10 ""COMMISSIONE BROCCA""","","","NO","SI"
"404","PCG5","CLASSICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"405","PCG6","LINGUISTICO  AUTONOMO -BAPC04000L","","","NO","SI"
"406","PCG7","CLASSICO 13 ""COMMISSIONE BROCCA""","","","NO","SI"
"407","PCG8","CLASSICO 12 ""COMMISSIONE BROCCA""","","","NO","SI"
"408","PCG9","CLASSICO 9 ""COMMISSIONE BROCCA""","","","NO","SI"
"409","PCGA","SOCIO PSICO PEDAGOGICO 18 ""COMM. BROCCA""","","","NO","SI"
"410","PCGB","SOCIO PSICO PEDAGOGICO 19 ""COMM. BROCCA""","","","NO","SI"
"411","PCGC","IBPC040008 - LINGUISTICO ""PROGETTO PILOTA""","","","NO","SI"
"412","PCGD","IBPC03000N - BIENNIO CLASS.SCIENT. ""PROGETTO PILOTA""","","","NO","SI"
"413","PCGE","IBPC070004 -BIENNIO CLASS.SCIENT. ""PROGETTO PILOTA""","","","NO","SI"
"414","PCGF","SOCIO PSICO PEDAGOGICO 20 ""COMM. BROCCA""","","","NO","SI"
"415","PCGG","LINGUISTICO - TOPC06000D","","","NO","SI"
"416","PCGH","SOCIO PSICO PEDAGOGICO 21 ""COMM. BROCCA""","","","NO","SI"
"417","PCGI","SOCIO PSICO PEDAGOGICO 22 ""COMM. BROCCA""","","","NO","SI"
"418","PCGJ","SOCIO PSICO PEDAGOGICO 23 ""COMM. BROCCA""","","","NO","SI"
"419","PCGK","SOCIO PSICO PEDAGOGICO 24 ""COMM. BROCCA""","","","NO","SI"
"420","PCGL","SOCIO PSICO PEDAGOGICO 25""COMM. BROCCA""","","","NO","SI"
"421","PCGM","CLASSICO ""COMMISSIONE BROCCA""","","","NO","SI"
"422","PCGN","CLASSICO ""COMMISSIONE BROCCA""","","","NO","SI"
"423","PCGP","CLASSICO ""COMMISSIONE BROCCA""","","","NO","SI"
"424","PCGQ","CLASSICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"425","PCGR","CLASSICO 11 ""COMMISSIONE BROCCA""","","","NO","SI"
"426","PCGS","CLASSICO 14 ""COMMISIONE BROCCA""","","","NO","SI"
"427","PCGT","CLASSICO 16 ""COMMISSIONE BROCCA""","","","NO","SI"
"428","PCGU","CLASSICO 18 ""COMMISSIONE BROCCA""","","","NO","SI"
"429","PCGV","CLASSICO 5 ""COMMISSIONE BROCCA""","","","NO","SI"
"430","PCGW","CLASSICO 20 ""COMMISSIONE BROCCA""","","","NO","SI"
"431","PCGX","CLASSICO 6 ""COMMISSIONE BROCCA""","","","NO","SI"
"432","PCGY","CLASSICO 7 ""COMMISSIONE BROCCA""","","","NO","SI"
"433","PCGZ","CLASSICO 15 ""COMMISSIONE BROCCA""","","","NO","SI"
"434","PCH1","LINGUISTICO COMMISSIONE ""BROCCA","","","NO","SI"
"435","PCH2","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"436","PCH3","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"437","PCH4","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"438","PCH5","LINGUISTICO COMMISSIONE ""BROCCA","","","NO","SI"
"439","PCH6","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"440","PCH7","LINGUISTICO COMMISSIONE ""BROCCA","","","NO","SI"
"441","PCH8","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"442","PCH9","LINGUISTICO COMMISSIONE ""BROCCA","","","NO","SI"
"443","PCHA","CLASSICO 8 ""COMMISSIONE BROCCA""","","","NO","SI"
"444","PCHB","CLASSICO 22 ""COMMISSIONE BROCCA""","","","NO","SI"
"445","PCHC","CLASSICO 21 ""COMMISSIONE BROCCA""","","","NO","SI"
"446","PCHD","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"447","PCHE","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"448","PCHF","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"449","PCHG","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"450","PCHH","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"451","PCHI","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"461","PCHT","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"3002","AA01","SCUOLA DELL'INFANZIA","","","NO","SI"
"3082","8064","TECNICO DI CUCINA MEDITERRANEA","4","1","SI","SI"
"3083","8061","FAMIGLIA MANUTENZIONE E RIPARAZIONE AUTOVEICOLI","2","1","NO","SI"
